latitude,longitude
51.20529708,0.003348882
51.24501865,-0.118128022
51.36422591,0.019612267
51.11376219,0.046933997
51.17337984,0.013636158
51.20774151,-0.127172195
51.36997509,-0.060972593
51.34220587,0.021759786
51.16233463,-0.099761508
51.18237896,-0.02968994
51.38647738,0.002093321
51.29152153,-0.043251459
51.29532326,-0.06118327
51.22753191,-0.155902599
51.17113611,-0.136366723
51.31975826,-0.115483586
51.14772827,-0.016330975
51.26449296,-0.121170997
51.26675868,0.028031273
51.26919298,0.061817736
51.34962155,-0.059855974
51.2340986,0.015955132
51.1825814,-0.073549666
51.21896319,-0.163929153
51.38526685,-0.044268156
51.21577961,-0.123853454
51.38636366,-0.049218988
51.15652607,-0.032062401
51.21163799,-0.199298289
51.19381373,0.059232025
51.23596451,-0.192510055
51.27504755,-0.10648129
51.19980043,0.027381452
51.11679887,0.079439302
51.1635155,-0.108067857
51.19107361,-0.022689483
51.20036682,-0.159943591
51.26216053,-0.156125122
51.28086189,-0.186198704
51.29901031,-0.163265235
51.26204475,0.054551674
51.31607821,-0.055389995
51.33481319,0.049558147
51.11623607,0.077946836
51.17990466,-0.192698314
51.403222,-0.119686795
51.35659013,-0.11891382
51.29344112,-0.158967413
51.18771378,-0.11207909
51.29497164,-0.083082084
51.3278111,-0.071492113
51.3566669,-0.001547258
51.31532426,-0.151173049
51.26649957,-0.14135417
51.23148345,-0.019444834
51.35513102,-0.221227013
51.16232294,-0.130895301
51.27130053,0.029153287
51.35288128,-0.078182089
51.16624291,-0.028732838
51.16146673,-0.03107598
51.15489885,0.106584921
51.2623842,-0.005514499
51.2210833,-0.145633334
51.20701155,-0.103977387
51.22221287,-0.180783632
51.21858499,-0.002235477
51.31642677,0.043631729
51.26646139,-0.087121597
51.15049902,0.003881146
51.20649943,-0.143329709
51.30485858,-0.057492821
51.16735405,-0.046701127
51.19928615,-0.025281372
51.24208147,0.058014141
51.31620211,-0.182591781
51.35013161,-0.119978661
51.21893036,0.008408809
51.34213924,-0.038595357
51.20726551,-0.091418658
51.2416481,0.079397968
51.22504424,0.032120661
51.30498784,-0.199475801
51.09928349,0.118721676
51.39632891,-0.12119313
51.16547811,0.025069421
51.33379237,-0.032532
51.36055942,-0.072825435
51.28339338,-0.126484844
51.30842429,-0.050054667
51.25241865,-0.062341897
51.18068683,-0.013268672
51.19918843,0.035244351
51.31721516,-0.095722408
51.29654035,-0.118435287
51.14074762,0.086944967
51.27712057,-0.036074165
51.16291856,-0.10910061
51.30762669,-0.153419806
51.18747312,0.103015146
51.28991689,-0.096873931
51.29695192,-0.079912815
51.24489972,0.041607143
51.3368518,-0.184044526
51.20693356,-0.061788773
51.1225626,0.0570344
51.14869671,-0.013945246
51.14123166,0.00832423
51.26028872,-0.1444896
51.29655546,-0.078867344
51.31067146,0.015169853
51.25712816,0.027078218
51.26625797,-0.051617693
51.34425442,-0.155964657
51.2086222,0.048333455
51.23980861,-0.123168391
51.2106369,-0.095378424
51.20300489,-0.009803499
51.12638789,0.003849317
51.24408628,0.020649491
51.3454343,0.033882829
51.29364976,0.015486396
51.30197593,-0.136815842
51.28335481,-0.212074336
51.33699138,-0.198786207
51.28051494,0.048028027
51.26471963,-0.16607925
51.16554809,-0.03124134
51.33140081,0.054817668
51.293231,0.084812105
51.21288393,0.087566937
51.17835185,0.064286858
51.31643021,-0.173690738
51.33205022,-0.183775059
51.23070623,-0.009729688
51.17948886,-0.027071634
51.25365611,-0.061123635
51.31376386,-0.156978071
51.1757224,0.096225488
51.11069487,0.078368525
51.2132017,-0.079409441
51.25855916,-0.173844584
51.29712657,-0.013512938
51.11932638,0.110478632
51.22451275,0.0385262
51.26029054,0.024567805
51.40597448,-0.088716946
51.35023208,0.053190056
51.2074154,0.061599257
51.23346605,-0.093676556
51.36133698,-0.042422602
51.19107618,0.074186085
51.15567637,0.064578072
51.23239584,-0.183704433
51.25103589,-0.098479112
51.17090245,0.038128194
51.18215491,-0.089737346
51.35836053,-0.038093531
51.29937252,-0.177783259
51.15842322,0.015906696
51.30754751,0.065802041
51.200464,-0.158141171
51.30404787,-0.149933203
51.28348528,-0.170487517
51.36724031,-0.015979105
51.36358312,0.055964584
51.22798089,0.019489942
51.38884442,-0.066833229
51.18336489,0.01451003
51.21746285,-0.16125639
51.14516943,0.103940296
51.35586926,-0.056175583
51.15680757,-0.092282218
51.32910451,0.000321885
51.32573364,0.055767895
51.32828903,0.021500557
51.12202928,0.101477898
51.21580151,0.072463724
51.29493405,0.066091781
51.37077603,-0.17384215
51.29501419,-0.151582364
51.26472675,-0.044955366
51.25255526,0.084834747
51.17470267,0.004746095
51.34544861,-0.205420121
51.30301804,0.024620919
51.30623996,0.064079446
51.18747528,-0.072565263
51.23464158,0.094276978
51.36660745,-0.206175396
51.12095443,0.035185556
51.4119308,-0.091303176
51.19309054,0.05320446
51.24035434,-0.028443413
51.13631728,-0.009275739
51.17331755,-0.080631491
51.32999597,0.058174627
51.31750179,-0.12271485
51.10625673,0.12797775
51.34380798,0.015852762
51.19276042,0.099457424
51.19264522,-0.037331523
51.36992439,0.058588405
51.24730035,-0.044765026
51.37089797,-0.158206575
51.18237722,-0.079926692
51.2137499,-0.111983587
51.19012929,0.04794965
51.33888886,-0.065291321
51.20525028,-0.018064798
51.30179622,-0.058882605
51.20979184,0.014145095
51.28682181,-0.194019576
51.23746534,-0.153833736
51.33637886,-0.140976442
51.39808061,-0.107093761
51.26550664,-0.15993133
51.31927135,-0.191645022
51.25616808,0.032015172
51.33524888,-0.022406998
51.35033956,0.055907118
51.14940075,-0.016859669
51.24185659,-0.05598421
51.18903869,-0.045644137
51.21895344,-0.124250307
51.2940076,0.014124724
51.28753872,0.012818538
51.35380925,0.027113581
51.15080308,0.01537001
51.1627603,-0.113847034
51.10598435,0.108252694
51.36403253,-0.20002483
51.27846316,-0.074326957
51.29091538,0.06157391
51.29510171,-0.151322247
51.17308643,-0.042187365
51.10792645,0.105723667
51.24400388,0.067409423
51.22469384,-0.102926774
51.15094146,-0.061250469
51.2187194,0.031651875
51.3276934,0.044536282
51.17868973,-0.173274475
51.22332473,0.023473781
51.19657261,0.044310726
51.32743828,-0.123704427
51.17081862,-0.007730229
51.16337904,-0.012627041
51.14545571,0.112108063
51.31911315,-0.13590247
51.32947729,-0.150066285
51.27251524,-0.192616672
51.37987089,-0.113792099
51.2818538,-0.151756167
51.21617683,-0.037386806
51.19279125,0.092874524
51.28403972,-0.050661643
51.175873,0.087261455
51.33651359,-0.044341241
51.30423489,-0.043471943
51.34473862,-0.029663762
51.30555358,0.004647405
51.28574952,-0.167668255
51.22823903,0.042730672
51.24899187,-0.012513524
51.23294738,0.063407092
51.34161462,-0.217092021
51.18775456,-0.106057387
51.38703181,-0.003508689
51.29507325,-0.136150297
51.21959677,-0.121448744
51.19653335,-0.194285488
51.16011341,-0.096490285
51.15588282,0.102443011
51.29480479,0.009109928
51.20000221,-0.013764596
51.3575191,-0.144871562
51.27360778,0.017422055
51.18926807,-0.042354222
51.19465672,-0.065136835
51.1308273,-0.011383242
51.21373104,0.104080272
51.24332476,0.055843607
51.32105576,-0.059423274
51.27813143,-0.099968311
51.38074686,-0.21616296
51.13554294,-0.022390469
51.35526062,-0.212841086
51.30836285,-0.211078903
51.15665646,0.098832175
51.30237803,-0.155123479
51.19645335,-0.075360042
51.25829933,0.026024658
51.13473085,-0.011756464
51.27717567,-0.049714639
51.29556598,0.007003915
51.270992,-0.132680353
51.29695131,-0.078178879
51.17354464,0.037600356
51.37747341,0.019004039
51.29467031,-0.038141591
51.30517257,-0.134320903
51.27685216,0.049392099
51.3193208,-0.170778535
51.27387319,-0.156447915
51.35206946,-0.1988132
51.35639976,-0.010480988
51.25861098,0.067511839
51.243875,-0.007226028
51.34417835,-0.143716208
51.23532588,-0.006856328
51.38521352,0.004230835
51.18846952,-0.185401392
51.3730759,-0.225983675
51.35316474,-0.191177366
51.36277122,-0.088737619
51.35362449,-0.031003186
51.31663566,-0.13120535
51.29156761,0.020562245
51.34143515,0.001671995
51.13616286,0.093397156
51.36114936,0.065842266
51.18003697,-0.077366334
51.18047459,-0.18286689
51.23986975,-0.030381332
51.22349558,-0.181278626
51.17427994,0.047236894
51.29242649,-0.057709949
51.33867463,0.039694692
51.26533179,-0.070042323
51.21503058,-0.057918529
51.21202901,0.099350765
51.26689114,0.092308217
51.27826975,-0.098539038
51.21314087,-0.041476856
51.3030325,-0.007295632
51.27982915,-0.175509417
51.27705964,-0.087858721
51.24780625,-0.157165351
51.27186495,-0.138948982
51.24721098,-0.168323064
51.4074156,-0.125858065
51.18286387,-0.026489111
51.35169319,-0.169654205
51.1976356,0.025590471
51.28586562,-0.020467686
51.32627177,-0.165460383
51.20481591,-0.153004843
51.36999867,0.018262838
51.33338321,-0.147735144
51.30775253,-0.123388662
51.25442635,-0.050555352
51.17365849,-0.073490457
51.13594361,0.04349247
51.14393625,0.043722193
51.21033506,0.013459592
51.1775673,-0.100088739
51.27539543,-0.017885213
51.19985017,-0.185532715
51.21239952,-0.166754985
51.21705737,0.072635836
51.16327607,-0.021578188
51.21670501,0.0249178
51.23261836,-0.146927581
51.16495509,-0.024896521
51.18696139,0.087365567
51.23391723,-0.105687855
51.30696591,-0.094315076
51.25766287,-0.208211491
51.3719237,-0.205865099
51.29695241,0.057474762
51.31545746,-0.2039
51.3053974,0.014871499
51.19462384,-0.036274041
51.15040029,0.080553344
51.10699672,0.121646566
51.30872092,-0.211071341
51.35096813,-0.004151734
51.33893972,-0.125738697
51.35192568,-0.217359774
51.34901632,-0.07183185
51.21918001,0.059402254
51.41820716,-0.106008256
51.24080168,0.095370287
51.21339763,-0.138757004
51.33652642,0.033517641
51.29771051,-0.148221731
51.24084511,-0.150954044
51.1904633,0.092377906
51.32051395,0.046951172
51.29878618,-0.136408843
51.38977307,0.007253248
51.23229965,-0.149017855
51.2473873,-0.005325694
51.37728539,-0.03684263
51.24420867,0.03612384
51.18330396,0.063240092
51.30361316,-0.083880599
51.22790717,-0.042744754
51.34416457,-0.082007132
51.23114853,0.021116264
51.3090374,-0.070286837
51.3381946,-0.199462079
51.21646933,0.083600592
51.17360081,-0.058282587
51.23394692,0.005868156
51.26353154,-0.126539222
51.40774416,-0.091409756
51.26362744,-0.033261711
51.31590497,0.040145212
51.19149389,-0.098781809
51.27519157,-0.156240893
51.30676652,-0.015818982
51.26710114,-0.069863683
51.26629684,0.017485513
51.22748147,-0.10253521
51.26877977,-0.150162484
51.23556323,-0.030750047
51.35013055,-0.136125269
51.26700929,-0.199347781
51.13319932,-0.015775511
51.25261165,-0.092066058
51.32188556,-0.032351589
51.37078087,-0.092488549
51.29805574,-0.006440154
51.27704548,0.042528382
51.25038627,-0.131580184
51.24890027,-0.119802198
51.36076857,-0.047760125
51.29108767,-0.040329786
51.11121018,0.104105333
51.37130228,-0.085470662
51.21889395,0.060082892
51.24425251,-0.159629194
51.21977385,-0.061874027
51.41570543,-0.104105358
51.22309141,-0.156915144
51.28696621,0.005776442
51.35257214,0.057520325
51.1023838,0.128189125
51.1709872,0.11203831
51.26623009,0.084657263
51.37607896,-0.036616874
51.28355756,0.005442699
51.19188038,-0.027199827
51.32686556,-0.219320989
51.19455308,-0.169194605
51.33013936,-0.074707277
51.4042367,-0.118636202
51.31516153,0.030550489
51.24466731,0.085818791
51.23790742,0.085628103
51.31167036,-0.17550251
51.34882454,0.05985181
51.2806549,0.088792226
51.32740225,-0.002854013
51.22819642,-0.0857792
51.4040756,-0.098384786
51.1417101,-0.016784202
51.38065192,-0.221314212
51.22353896,-0.085355715
51.30993804,-0.052955306
51.37674013,-0.202526647
51.14113677,-0.00467103
51.23434756,-0.158535733
51.32856163,-0.045107026
51.13274431,-0.003345816
51.29432733,0.027046298
51.1835306,0.009273868
51.2189067,0.067855047
51.33201344,0.007947049
51.33116151,0.065362435
51.25961251,-0.06209921
51.36378912,-0.128482755
51.37223724,-0.000589882
51.2536745,-0.015730771
51.12448516,0.103959651
51.29419472,0.007355299
51.35754154,-0.007267633
51.32919697,-0.169009846
51.372306,-0.032560842
51.29472841,0.066186526
51.3695876,-0.206579005
51.17064895,0.024614033
51.35333651,-0.174898942
51.13845978,-0.031277906
51.29658807,-0.149475003
51.34206342,-0.023919348
51.27918135,-0.209852861
51.31573453,0.068991919
51.25377527,-0.105673701
51.31896375,-0.16731809
51.18693996,-0.036631484
51.11774746,0.036933834
51.33278041,-0.091237232
51.28517023,0.040507472
51.27732535,-0.0053728
51.16810244,0.10462344
51.24772384,0.028346897
51.3581681,-0.001995425
51.2843288,-0.11820462
51.18986127,-0.191786321
51.32370007,-0.004926111
51.33297877,-0.151262315
51.21334519,-0.180231491
51.38128569,-0.086116657
51.39410219,-0.065909
51.23784128,-0.027194778
51.35220704,-0.110736371
51.13083381,0.086564747
51.41326412,-0.113246549
51.2620843,-0.159953452
51.40861433,-0.118307377
51.36894247,-0.047637373
51.27542298,0.068805983
51.38737654,-0.035533636
51.19361562,-0.060696161
51.33375395,-0.099167542
51.15423967,-0.026820994
51.25084354,0.029274501
51.17850041,-0.099244087
51.27525548,-0.155448448
51.17636445,0.044590032
51.38367158,-0.118438718
51.11525565,0.079313339
51.25717962,-0.072878469
51.21691529,-0.079617926
51.23567927,0.099773652
51.31163922,-0.00809204
51.14041754,0.071647457
51.17830274,-0.11670568
51.32383254,-0.146951865
51.36869222,-0.063115894
51.27035283,-0.163508191
51.25808419,0.050106173
51.38726065,-0.193833833
51.30139378,-0.06438603
51.18997968,0.030833119
51.18298992,0.019950659
51.36747139,0.06869241
51.36741445,-0.093759959
51.18418933,0.03081647
51.18223078,0.107721623
51.17058799,0.013458906
51.36700943,-0.111725273
51.37942251,-0.026935221
51.19319758,0.099484299
51.35558562,-0.000748591
51.36611206,-0.070562782
51.15827301,0.109181005
51.36906107,-0.095886587
51.18093394,-0.037142356
51.31909366,-0.064413691
51.30412697,-0.137582007
51.27354596,0.08798701
51.24531439,-0.0129124
51.28393998,-0.107071954
51.21391241,-0.154356671
51.29574967,-0.17755601
51.3330588,-0.139150065
51.31653658,-0.083399202
51.35358786,-0.152975232
51.30590033,0.042375208
51.11178174,0.104633187
51.25431438,-0.072259023
51.3800085,-0.057088097
51.1624339,-0.004926587
51.21818467,-0.09049242
51.25367639,-0.102431396
51.17616027,-0.084128682
51.23531694,-0.155233467
51.18860061,0.091504301
51.1233447,0.068866196
51.31676713,-0.070220274
51.2092586,-0.181274987
51.37025877,-0.093579667
51.40432724,-0.123272764
51.27725533,0.019216808
51.18791932,-0.149585315
51.22872693,-0.042408578
51.27558713,-0.060451801
51.37842121,-0.045818493
51.36681575,-0.028549509
51.27596648,-0.181428793
51.1699823,0.110150024
51.26825173,0.028655164
51.1645902,-0.032495676
51.13325421,0.098005202
51.28987114,-0.158341943
51.31290061,-0.185513188
51.33581256,-0.192192601
51.41375154,-0.09019881
51.14740906,0.030485261
51.17692643,0.044013652
51.17111557,-0.118342398
51.21727399,-0.061121201
51.3861326,-0.195771769
51.1970442,0.034450716
51.26847424,-0.01020071
51.33153058,-0.0211551
51.18998168,-0.11197445
51.29630247,-0.182999325
51.13931348,0.005283989
51.22918615,-0.051213802
51.23634687,-0.100341188
51.30849992,-0.189714937
51.19561565,-0.015580386
51.32316904,-0.103598326
51.21823641,-0.140217188
51.38023496,-0.039587889
51.13933042,-0.044089697
51.20163387,-0.046816258
51.35831365,-0.055394457
51.31443168,0.037237821
51.13359728,0.117014268
51.15695609,0.09029897
51.14596663,0.10516616
51.25403814,-0.19378
51.20471751,0.014855038
51.2645868,-0.124760916
51.15935528,-0.029292337
51.24564245,-0.131971359
51.33993523,-0.110599204
51.18545148,-0.005812351
51.24718008,0.00138562
51.38802066,-0.124730409
51.35182575,-0.124542122
51.37582614,0.065439646
51.34386254,0.05817575
51.28754103,0.057472343
51.23515037,0.003405281
51.25778215,-0.060641697
51.27571261,-0.1539016
51.22823747,0.065154156
51.26673948,-0.048809532
51.36467687,-0.019400613
51.112261,0.114199907
51.16121106,0.097097039
51.20719645,-0.081031364
51.20330113,0.060065169
51.19364644,-0.075604392
51.28479712,-0.186568306
51.19568203,0.057582304
51.2318658,0.022836362
51.3517331,-0.126198305
51.17874766,-0.028222557
51.29221371,-0.028721891
51.21083696,-0.053975828
51.2193284,0.007516571
51.21816675,0.037543617
51.18654139,-0.120325707
51.21169913,-0.114756478
51.1645399,0.052799683
51.34911922,-0.05223273
51.27132104,-0.055868023
51.3376105,-0.203960971
51.26695733,-0.051201155
51.26481232,-0.169597088
51.25811492,-0.122157866
51.29740353,-0.104119499
51.11271348,0.070416061
51.33508967,-0.064457271
51.42423158,0.358079402
